cluster,playlist,id
0,handpicked_bravo_hits.csv,99
0,best_of_kpop.csv,86
0,best_of_eurodance.csv,70
0,handpicked_indie_melody.csv,67
0,best_of_rock.csv,66
0,best_of_afrobeats.csv,63
0,handpicked_berlin.csv,61
0,best_of_electro_swing.csv,50
0,2023_tech_house.csv,47
0,1970s.csv,44
0,best_of_rnb.csv,36
0,best_of_reggae.csv,34
0,best_of_pop.csv,33
0,best_of_reggaeton.csv,33
0,best_of_rap.csv,30
0,best_of_ska.csv,29
0,2023_best_of.csv,28
0,best_of-country.csv,27
0,best_of_trap.csv,26
0,2000s.csv,25
0,1980s.csv,22
0,best_of_hiphop.csv,21
0,best_of_dancehall.csv,21
0,best_of_soul.csv,20
0,2010s.csv,20
0,best_of_latin.csv,18
0,handpicked_bremer_partymix.csv,17
0,handpicked_karaoke.csv,17
0,best_of_trip_hop.csv,16
0,2023_house_techno.csv,16
0,best_of_neue_deutsche_welle.csv,16
0,2020s.csv,16
0,best_of-blues.csv,15
0,1990s.csv,15
0,best_of_punk.csv,15
0,best_of_grime.csv,14
0,best_of_electronic.csv,13
0,handpicked_money_boy.csv,12
0,handpicked_peter_fox_radio.csv,12
0,handpicked_peter_licht.csv,10
0,handpicked_gisbert.csv,9
0,best_of_britpop.csv,9
0,best_of_drill.csv,8
0,2023_bravohits.csv,8
0,best_of_world.csv,8
0,best_of_house.csv,5
0,2023_hiphop_mixtape.csv,5
0,handpicked_the_streets.csv,4
0,best_of-blues_jazz_soul.csv,4
0,2023_deutschrap.csv,4
0,best_of_deep_house.csv,3
0,best_of_metal.csv,3
0,best_of_synthwave.csv,2
0,handpicked_faber.csv,2
0,best_of_folk.csv,2
0,best_of_dreampop.csv,2
0,handpicked_manu_chao.csv,2
0,handpicked_modus_mio.csv,2
0,2023_the_dome.csv,2
0,handpicked_slowdown_tuesday.csv,2
0,best_of_soundtrack2.csv,1
0,handpicked_sonne_mond_sterne.csv,1
1,best_of-classic.csv,29
1,best_of_jazz.csv,3
1,best_of_soundtrack1.csv,2
1,best_of_soundtrack2.csv,2
1,best_of_new_age.csv,1
1,best_of_trip_hop.csv,1
1,handpicked_be_svendsen.csv,1
