cluster,playlist,id
0,handpicked_berlin.csv,15
0,handpicked_gisbert.csv,13
0,best_of_trap.csv,4
0,handpicked_slowdown_tuesday.csv,4
0,handpicked_bravo_hits.csv,4
0,handpicked_billie_eilish.csv,3
0,2023_best_of.csv,2
0,best_of_afrobeats.csv,2
0,best_of_folk.csv,2
0,best_of_grime.csv,2
0,best_of_trip_hop.csv,2
0,1980s.csv,1
0,handpicked_bremer_partymix.csv,1
0,best_of_new_age.csv,1
0,best_of_synthwave.csv,1
0,best_of_soul.csv,1
0,1990s.csv,1
0,best_of_metal.csv,1
0,best_of_kpop.csv,1
0,best_of_hiphop.csv,1
0,best_of_deep_house.csv,1
0,best_of-blues.csv,1
0,handpicked_sonne_mond_sterne.csv,1
1,best_of_kpop.csv,83
1,handpicked_indie_melody.csv,77
1,handpicked_bravo_hits.csv,61
1,best_of_eurodance.csv,43
1,best_of_pop.csv,30
1,best_of_rock.csv,27
1,best_of_rap.csv,25
1,best_of_electronic.csv,24
1,best_of_trap.csv,21
1,handpicked_berlin.csv,21
1,best_of_rnb.csv,20
1,2023_best_of.csv,20
1,best_of_afrobeats.csv,18
1,2000s.csv,17
1,handpicked_bremer_partymix.csv,17
1,best_of_metal.csv,15
1,2010s.csv,15
1,best_of_electro_swing.csv,13
1,best_of_house.csv,12
1,best_of_reggaeton.csv,12
1,2023_tech_house.csv,11
1,2020s.csv,10
1,best_of_trip_hop.csv,10
1,best_of_dancehall.csv,10
1,best_of_hiphop.csv,10
1,best_of_latin.csv,10
1,1990s.csv,9
1,2023_house_techno.csv,8
1,2023_bravohits.csv,8
1,best_of_grime.csv,8
1,handpicked_karaoke.csv,7
1,handpicked_peter_licht.csv,7
1,best_of-country.csv,7
1,2023_hiphop_mixtape.csv,6
1,handpicked_peter_fox_radio.csv,6
1,best_of_synthwave.csv,5
1,1970s.csv,5
1,best_of_punk.csv,5
1,best_of_new_age.csv,5
1,1980s.csv,5
1,best_of_britpop.csv,4
1,handpicked_gisbert.csv,4
1,best_of_reggae.csv,3
1,2023_deutschrap.csv,3
1,handpicked_modus_mio.csv,3
1,handpicked_faber.csv,2
1,handpicked_money_boy.csv,2
1,handpicked_sonne_mond_sterne.csv,2
1,best_of_ska.csv,2
1,best_of_folk.csv,2
1,best_of_deep_house.csv,1
1,best_of-blues.csv,1
1,handpicked_billie_eilish.csv,1
1,best_of_soul.csv,1
2,handpicked_afterlife.csv,106
2,2023_tech_house.csv,33
2,handpicked_indie_melody.csv,26
2,best_of_eurodance.csv,20
2,best_of_trip_hop.csv,19
2,best_of_new_age.csv,14
2,best_of_organic_house.csv,13
2,best_of_house.csv,12
2,handpicked_worakls.csv,8
2,2023_house_techno.csv,6
2,handpicked_be_svendsen.csv,6
2,handpicked_berlin.csv,6
2,handpicked_hungry_music.csv,5
2,best_of_electro_swing.csv,4
2,handpicked_bravo_hits.csv,4
2,handpicked_sonne_mond_sterne.csv,3
2,best_of_deep_house.csv,3
2,best_of_synthwave.csv,3
2,2023_best_of.csv,2
2,best_of_electronic.csv,1
2,2023_bravohits.csv,1
2,2023_deutschrap.csv,1
2,handpicked_bremer_partymix.csv,1
2,best_of_soundtrack1.csv,1
2,best_of_metal.csv,1
2,2010s.csv,1
3,best_of_eurodance.csv,91
3,best_of_kpop.csv,80
3,handpicked_bravo_hits.csv,78
3,handpicked_indie_melody.csv,46
3,best_of_afrobeats.csv,44
3,best_of_electro_swing.csv,41
3,handpicked_berlin.csv,31
3,best_of_rock.csv,28
3,best_of_ska.csv,24
3,best_of_reggaeton.csv,22
3,best_of_pop.csv,22
3,1970s.csv,21
3,best_of_rnb.csv,20
3,2023_tech_house.csv,20
3,2023_best_of.csv,20
3,1990s.csv,19
3,1980s.csv,17
3,best_of_latin.csv,13
3,2010s.csv,12
3,handpicked_bremer_partymix.csv,12
3,handpicked_karaoke.csv,11
3,best_of_neue_deutsche_welle.csv,10
3,best_of_dancehall.csv,10
3,2023_deutschrap.csv,10
3,2000s.csv,10
3,best_of_reggae.csv,9
3,best_of_rap.csv,9
3,2023_house_techno.csv,9
3,best_of_punk.csv,8
3,best_of_electronic.csv,8
3,best_of_trap.csv,8
3,handpicked_gisbert.csv,7
3,handpicked_peter_fox_radio.csv,5
3,best_of_hiphop.csv,5
3,best_of_britpop.csv,5
3,best_of_soul.csv,5
3,best_of_metal.csv,4
3,2020s.csv,4
3,best_of-blues.csv,4
3,best_of-country.csv,4
3,best_of_grime.csv,3
3,best_of_trip_hop.csv,3
3,handpicked_peter_licht.csv,2
3,handpicked_the_streets.csv,2
3,best_of_synthwave.csv,2
3,2023_bravohits.csv,2
3,best_of_drill.csv,2
3,handpicked_faber.csv,1
3,2023_the_dome.csv,1
3,best_of_new_age.csv,1
3,best_of-blues_jazz_soul.csv,1
3,best_of_house.csv,1
3,handpicked_sonne_mond_sterne.csv,1
3,best_of_dreampop.csv,1
4,best_of_trip_hop.csv,65
4,handpicked_hungry_music.csv,27
4,best_of_organic_house.csv,25
4,best_of_deep_house.csv,21
4,handpicked_indie_melody.csv,19
4,handpicked_afterlife.csv,13
4,handpicked_worakls.csv,11
4,handpicked_be_svendsen.csv,10
4,2023_tech_house.csv,8
4,best_of_new_age.csv,6
4,handpicked_slowdown_tuesday.csv,6
4,best_of_house.csv,4
4,best_of_eurodance.csv,4
4,handpicked_sonne_mond_sterne.csv,4
4,best_of_dreampop.csv,3
4,handpicked_berlin.csv,3
4,2023_house_techno.csv,2
4,handpicked_bravo_hits.csv,2
4,handpicked_billie_eilish.csv,1
4,2023_hiphop_mixtape.csv,1
4,best_of_trap.csv,1
4,best_of_soundtrack2.csv,1
4,best_of_soundtrack1.csv,1
4,best_of_electro_swing.csv,1
4,best_of_drill.csv,1
4,best_of_synthwave.csv,1
5,handpicked_berlin.csv,23
5,best_of-blues.csv,19
5,best_of_world.csv,16
5,best_of_afrobeats.csv,11
5,best_of_soul.csv,10
5,handpicked_manu_chao.csv,10
5,1970s.csv,9
5,best_of-country.csv,9
5,handpicked_indie_melody.csv,8
5,best_of_pop.csv,8
5,2023_best_of.csv,7
5,best_of_reggae.csv,7
5,best_of_rock.csv,6
5,handpicked_bremer_partymix.csv,5
5,best_of_trap.csv,5
5,best_of_grime.csv,5
5,handpicked_karaoke.csv,4
5,handpicked_bravo_hits.csv,3
5,handpicked_peter_fox_radio.csv,3
5,handpicked_slowdown_tuesday.csv,3
5,best_of_ska.csv,3
5,best_of_rnb.csv,3
5,1980s.csv,3
5,best_of_rap.csv,3
5,best_of_electronic.csv,3
5,best_of_neue_deutsche_welle.csv,3
5,best_of_electro_swing.csv,3
5,best_of_folk.csv,3
5,best_of-blues_jazz_soul.csv,2
5,2023_hiphop_mixtape.csv,2
5,handpicked_gisbert.csv,2
5,2023_the_dome.csv,2
5,2023_deutschrap.csv,2
5,best_of_hiphop.csv,2
5,best_of_kpop.csv,2
5,best_of_reggaeton.csv,2
5,handpicked_sonne_mond_sterne.csv,2
5,handpicked_modus_mio.csv,1
5,handpicked_peter_licht.csv,1
