playlist,cluster,id
1970s.csv,3,36
1970s.csv,7,26
1970s.csv,8,26
1970s.csv,2,24
1970s.csv,5,18
1970s.csv,0,6
1970s.csv,11,6
1970s.csv,9,5
1970s.csv,10,2
1970s.csv,1,1
1980s.csv,7,22
1980s.csv,3,15
1980s.csv,5,8
1980s.csv,11,8
1980s.csv,0,6
1980s.csv,9,6
1980s.csv,8,5
1980s.csv,2,1
1980s.csv,4,1
1990s.csv,7,25
1990s.csv,5,13
1990s.csv,3,11
1990s.csv,0,8
1990s.csv,11,6
1990s.csv,2,3
1990s.csv,8,3
1990s.csv,9,2
1990s.csv,4,1
2000s.csv,3,17
2000s.csv,7,16
2000s.csv,11,13
2000s.csv,0,10
2000s.csv,10,5
2000s.csv,8,4
2000s.csv,9,4
2000s.csv,5,3
2000s.csv,2,1
2010s.csv,7,24
2010s.csv,11,20
2010s.csv,0,14
2010s.csv,3,11
2010s.csv,8,7
2010s.csv,9,7
2010s.csv,5,5
2010s.csv,10,3
2010s.csv,2,2
2010s.csv,4,2
2010s.csv,1,1
2020s.csv,11,16
2020s.csv,3,10
2020s.csv,7,9
2020s.csv,5,6
2020s.csv,8,6
2020s.csv,2,5
2020s.csv,0,2
2020s.csv,9,2
2020s.csv,10,1
2023_best_of.csv,11,39
2023_best_of.csv,5,29
2023_best_of.csv,3,24
2023_best_of.csv,7,22
2023_best_of.csv,0,19
2023_best_of.csv,2,14
2023_best_of.csv,8,13
2023_best_of.csv,9,4
2023_best_of.csv,10,3
2023_best_of.csv,1,2
2023_best_of.csv,4,2
2023_bravohits.csv,7,10
2023_bravohits.csv,0,8
2023_bravohits.csv,5,8
2023_bravohits.csv,11,8
2023_bravohits.csv,3,5
2023_bravohits.csv,10,3
2023_bravohits.csv,1,2
2023_bravohits.csv,8,1
2023_bravohits.csv,9,1
2023_deutschrap.csv,10,24
2023_deutschrap.csv,11,18
2023_deutschrap.csv,3,16
2023_deutschrap.csv,7,10
2023_deutschrap.csv,8,7
2023_deutschrap.csv,5,5
2023_deutschrap.csv,4,2
2023_deutschrap.csv,9,2
2023_deutschrap.csv,1,1
2023_deutschrap.csv,2,1
2023_hiphop_mixtape.csv,11,19
2023_hiphop_mixtape.csv,10,13
2023_hiphop_mixtape.csv,3,12
2023_hiphop_mixtape.csv,5,8
2023_hiphop_mixtape.csv,8,5
2023_hiphop_mixtape.csv,0,3
2023_hiphop_mixtape.csv,7,2
2023_hiphop_mixtape.csv,1,1
2023_hiphop_mixtape.csv,2,1
2023_hiphop_mixtape.csv,9,1
2023_house_techno.csv,7,16
2023_house_techno.csv,4,13
2023_house_techno.csv,11,12
2023_house_techno.csv,1,9
2023_house_techno.csv,3,6
2023_house_techno.csv,9,2
2023_house_techno.csv,0,1
2023_tech_house.csv,4,64
2023_tech_house.csv,1,38
2023_tech_house.csv,7,36
2023_tech_house.csv,0,9
2023_tech_house.csv,11,8
2023_tech_house.csv,3,6
2023_tech_house.csv,9,3
2023_the_dome.csv,10,5
2023_the_dome.csv,3,3
2023_the_dome.csv,5,3
2023_the_dome.csv,8,3
2023_the_dome.csv,0,2
2023_the_dome.csv,2,1
2023_the_dome.csv,7,1
2023_the_dome.csv,9,1
2023_the_dome.csv,11,1
best_of-blues.csv,8,22
best_of-blues.csv,2,15
best_of-blues.csv,7,10
best_of-blues.csv,3,8
best_of-blues.csv,5,5
best_of-blues.csv,4,3
best_of-blues.csv,0,2
best_of-blues.csv,9,2
best_of-blues.csv,6,1
best_of-blues.csv,11,1
best_of-blues_jazz_soul.csv,2,11
best_of-blues_jazz_soul.csv,5,3
best_of-blues_jazz_soul.csv,8,3
best_of-blues_jazz_soul.csv,3,2
best_of-blues_jazz_soul.csv,1,1
best_of-blues_jazz_soul.csv,7,1
best_of-blues_jazz_soul.csv,9,1
best_of-classic.csv,6,76
best_of-classic.csv,2,7
best_of-country.csv,8,23
best_of-country.csv,5,18
best_of-country.csv,7,17
best_of-country.csv,2,15
best_of-country.csv,3,10
best_of-country.csv,11,8
best_of-country.csv,0,4
best_of-country.csv,9,3
best_of_afrobeats.csv,3,56
best_of_afrobeats.csv,7,55
best_of_afrobeats.csv,8,43
best_of_afrobeats.csv,11,12
best_of_afrobeats.csv,10,10
best_of_afrobeats.csv,2,5
best_of_afrobeats.csv,9,4
best_of_afrobeats.csv,0,2
best_of_britpop.csv,0,16
best_of_britpop.csv,7,14
best_of_britpop.csv,5,5
best_of_britpop.csv,11,5
best_of_britpop.csv,3,4
best_of_britpop.csv,9,3
best_of_britpop.csv,4,2
best_of_dancehall.csv,3,32
best_of_dancehall.csv,10,23
best_of_dancehall.csv,7,15
best_of_dancehall.csv,8,14
best_of_dancehall.csv,11,13
best_of_dancehall.csv,9,3
best_of_dancehall.csv,0,1
best_of_deep_house.csv,4,31
best_of_deep_house.csv,1,11
best_of_deep_house.csv,11,9
best_of_deep_house.csv,3,4
best_of_deep_house.csv,9,2
best_of_dreampop.csv,1,16
best_of_dreampop.csv,0,8
best_of_dreampop.csv,4,7
best_of_dreampop.csv,5,5
best_of_dreampop.csv,6,4
best_of_dreampop.csv,2,3
best_of_dreampop.csv,7,3
best_of_dreampop.csv,3,2
best_of_dreampop.csv,11,2
best_of_drill.csv,10,47
best_of_drill.csv,8,28
best_of_drill.csv,3,11
best_of_drill.csv,9,4
best_of_drill.csv,11,4
best_of_drill.csv,7,3
best_of_drill.csv,1,1
best_of_drill.csv,2,1
best_of_drill.csv,5,1
best_of_electro_swing.csv,7,52
best_of_electro_swing.csv,4,37
best_of_electro_swing.csv,3,27
best_of_electro_swing.csv,11,10
best_of_electro_swing.csv,8,8
best_of_electro_swing.csv,9,7
best_of_electro_swing.csv,1,4
best_of_electro_swing.csv,10,3
best_of_electro_swing.csv,0,2
best_of_electro_swing.csv,5,1
best_of_electronic.csv,11,30
best_of_electronic.csv,7,22
best_of_electronic.csv,0,16
best_of_electronic.csv,8,12
best_of_electronic.csv,3,5
best_of_electronic.csv,5,4
best_of_electronic.csv,9,4
best_of_electronic.csv,4,3
best_of_electronic.csv,1,1
best_of_electronic.csv,10,1
best_of_eurodance.csv,7,150
best_of_eurodance.csv,4,50
best_of_eurodance.csv,1,25
best_of_eurodance.csv,0,24
best_of_eurodance.csv,3,20
best_of_eurodance.csv,11,18
best_of_eurodance.csv,9,8
best_of_eurodance.csv,8,2
best_of_folk.csv,2,32
best_of_folk.csv,8,6
best_of_folk.csv,5,5
best_of_folk.csv,6,5
best_of_folk.csv,3,3
best_of_folk.csv,9,3
best_of_folk.csv,0,2
best_of_folk.csv,7,2
best_of_folk.csv,11,2
best_of_grime.csv,10,160
best_of_grime.csv,8,47
best_of_grime.csv,11,36
best_of_grime.csv,3,22
best_of_grime.csv,5,18
best_of_grime.csv,9,18
best_of_grime.csv,0,7
best_of_grime.csv,2,5
best_of_grime.csv,7,3
best_of_grime.csv,4,1
best_of_hiphop.csv,11,33
best_of_hiphop.csv,3,14
best_of_hiphop.csv,10,12
best_of_hiphop.csv,5,9
best_of_hiphop.csv,9,7
best_of_hiphop.csv,7,6
best_of_hiphop.csv,8,6
best_of_hiphop.csv,0,4
best_of_hiphop.csv,2,3
best_of_house.csv,11,18
best_of_house.csv,1,16
best_of_house.csv,0,11
best_of_house.csv,3,8
best_of_house.csv,5,6
best_of_house.csv,7,6
best_of_house.csv,4,3
best_of_house.csv,9,2
best_of_house.csv,2,1
best_of_jazz.csv,2,12
best_of_jazz.csv,6,3
best_of_jazz.csv,8,2
best_of_jazz.csv,4,1
best_of_jazz.csv,5,1
best_of_kpop.csv,7,139
best_of_kpop.csv,11,72
best_of_kpop.csv,3,29
best_of_kpop.csv,0,27
best_of_kpop.csv,9,18
best_of_kpop.csv,8,11
best_of_kpop.csv,5,9
best_of_kpop.csv,10,8
best_of_kpop.csv,2,4
best_of_latin.csv,7,22
best_of_latin.csv,11,15
best_of_latin.csv,3,11
best_of_latin.csv,8,6
best_of_latin.csv,10,5
best_of_latin.csv,5,3
best_of_latin.csv,4,1
best_of_latin.csv,9,1
best_of_melodic_death_metal.csv,0,67
best_of_melodic_death_metal.csv,1,54
