cluster,playlist,id
0,best_of_grime.csv,30
0,handpicked_berlin.csv,18
0,best_of_afrobeats.csv,18
0,best_of_drill.csv,14
0,best_of_trap.csv,12
0,best_of_rap.csv,12
0,best_of_world.csv,11
0,handpicked_manu_chao.csv,10
0,handpicked_indie_melody.csv,10
0,handpicked_bravo_hits.csv,10
0,1970s.csv,9
0,handpicked_money_boy.csv,8
0,best_of_dancehall.csv,8
0,best_of_rnb.csv,8
0,handpicked_slowdown_tuesday.csv,7
0,best_of_reggae.csv,7
0,2023_best_of.csv,7
0,2023_deutschrap.csv,6
0,best_of_pop.csv,6
0,handpicked_bremer_partymix.csv,6
0,best_of_trip_hop.csv,5
0,best_of_rock.csv,5
0,best_of_kpop.csv,5
0,handpicked_gisbert.csv,5
0,best_of-blues.csv,5
0,best_of_electronic.csv,5
0,best_of_soul.csv,5
0,2023_hiphop_mixtape.csv,4
0,handpicked_the_streets.csv,4
0,best_of_folk.csv,4
0,best_of_reggaeton.csv,4
0,2010s.csv,4
0,handpicked_faber.csv,3
0,handpicked_peter_fox_radio.csv,3
0,best_of_latin.csv,3
0,handpicked_sonne_mond_sterne.csv,2
0,handpicked_modus_mio.csv,2
0,handpicked_karaoke.csv,2
0,best_of_eurodance.csv,2
0,handpicked_billie_eilish.csv,2
0,best_of_electro_swing.csv,2
0,best_of_jazz.csv,2
0,best_of_soundtrack2.csv,2
0,best_of_soundtrack1.csv,1
0,best_of_new_age.csv,1
0,best_of_neue_deutsche_welle.csv,1
0,2023_the_dome.csv,1
0,best_of_metal.csv,1
0,2020s.csv,1
0,best_of_hiphop.csv,1
1,best_of_metal.csv,55
1,handpicked_indie_melody.csv,48
1,best_of_melodic_death_metal.csv,31
1,handpicked_bravo_hits.csv,24
1,best_of_rock.csv,22
1,best_of_punk.csv,22
1,2010s.csv,10
1,best_of_britpop.csv,9
1,handpicked_berlin.csv,8
1,2023_best_of.csv,8
1,best_of_trap.csv,8
1,best_of_kpop.csv,7
1,best_of_house.csv,7
1,best_of_synthwave.csv,7
1,best_of_rap.csv,5
1,best_of_dreampop.csv,5
1,best_of_new_age.csv,5
1,handpicked_bremer_partymix.csv,5
1,handpicked_peter_licht.csv,4
1,2000s.csv,4
1,handpicked_gisbert.csv,3
1,best_of_pop.csv,3
1,1970s.csv,3
1,handpicked_sonne_mond_sterne.csv,3
1,best_of_grime.csv,3
1,1990s.csv,3
1,2023_bravohits.csv,3
1,best_of_electronic.csv,3
1,2023_hiphop_mixtape.csv,3
1,2023_tech_house.csv,2
1,handpicked_karaoke.csv,2
1,handpicked_afterlife.csv,2
1,best_of_hiphop.csv,2
1,best_of_trip_hop.csv,2
1,best_of_eurodance.csv,2
1,best_of_electro_swing.csv,1
1,2020s.csv,1
1,best_of_soundtrack2.csv,1
1,best_of_folk.csv,1
1,1980s.csv,1
2,best_of_rock.csv,33
2,handpicked_gisbert.csv,21
2,handpicked_berlin.csv,18
2,best_of-country.csv,18
2,handpicked_bravo_hits.csv,17
2,best_of_pop.csv,16
2,1970s.csv,13
2,best_of_trap.csv,13
2,2023_best_of.csv,12
2,1990s.csv,11
2,best_of_trip_hop.csv,8
2,best_of_kpop.csv,7
2,handpicked_karaoke.csv,7
2,1980s.csv,5
2,2020s.csv,5
2,handpicked_peter_licht.csv,5
2,handpicked_slowdown_tuesday.csv,5
2,best_of_folk.csv,5
2,best_of_new_age.csv,5
2,best_of_dreampop.csv,4
2,best_of_hiphop.csv,4
2,best_of_grime.csv,4
2,best_of_rap.csv,4
2,best_of-blues.csv,4
2,handpicked_indie_melody.csv,4
2,2023_bravohits.csv,4
2,best_of_rnb.csv,4
2,best_of_soul.csv,3
2,handpicked_the_streets.csv,3
2,best_of_britpop.csv,3
2,2023_hiphop_mixtape.csv,3
2,handpicked_billie_eilish.csv,2
2,2010s.csv,2
2,best_of-blues_jazz_soul.csv,2
2,handpicked_faber.csv,2
2,best_of_punk.csv,2
2,handpicked_be_svendsen.csv,1
2,best_of_electro_swing.csv,1
2,best_of_electronic.csv,1
2,best_of_metal.csv,1
2,best_of_house.csv,1
2,best_of_soundtrack2.csv,1
2,2023_the_dome.csv,1
2,best_of_soundtrack1.csv,1
2,handpicked_modus_mio.csv,1
2,handpicked_money_boy.csv,1
2,best_of_jazz.csv,1
2,2000s.csv,1
2,best_of_neue_deutsche_welle.csv,1
3,best_of_trip_hop.csv,47
3,best_of_organic_house.csv,14
3,handpicked_indie_melody.csv,14
3,handpicked_afterlife.csv,14
3,handpicked_hungry_music.csv,11
3,best_of_dreampop.csv,8
3,best_of_soundtrack1.csv,8
3,best_of_soundtrack2.csv,7
3,handpicked_be_svendsen.csv,6
3,handpicked_worakls.csv,6
3,best_of_new_age.csv,5
3,handpicked_berlin.csv,5
3,handpicked_slowdown_tuesday.csv,4
3,2023_tech_house.csv,4
3,best_of_deep_house.csv,4
3,best_of_house.csv,3
3,best_of_electro_swing.csv,3
3,best_of_world.csv,3
3,handpicked_sonne_mond_sterne.csv,2
3,handpicked_billie_eilish.csv,2
3,best_of_jazz.csv,1
3,handpicked_bravo_hits.csv,1
3,best_of-blues.csv,1
3,best_of_drill.csv,1
3,best_of_trap.csv,1
3,best_of_synthwave.csv,1
3,2023_house_techno.csv,1
3,best_of_eurodance.csv,1
3,2023_hiphop_mixtape.csv,1
4,handpicked_afterlife.csv,65
4,best_of_melodic_death_metal.csv,30
4,best_of_trip_hop.csv,29
4,handpicked_indie_melody.csv,26
4,handpicked_hungry_music.csv,20
4,best_of_new_age.csv,17
4,handpicked_worakls.csv,14
4,2023_tech_house.csv,12
4,best_of_organic_house.csv,12
4,best_of_house.csv,9
4,best_of_eurodance.csv,9
4,best_of_metal.csv,6
4,handpicked_berlin.csv,6
4,best_of_soundtrack2.csv,6
4,handpicked_bravo_hits.csv,5
4,2023_house_techno.csv,5
4,handpicked_sonne_mond_sterne.csv,5
4,best_of_deep_house.csv,4
4,handpicked_be_svendsen.csv,4
4,best_of_soundtrack1.csv,3
4,2023_best_of.csv,2
4,best_of_electro_swing.csv,2
4,best_of_dreampop.csv,2
4,handpicked_slowdown_tuesday.csv,2
4,best_of_synthwave.csv,1
4,handpicked_billie_eilish.csv,1
4,handpicked_bremer_partymix.csv,1
4,2023_deutschrap.csv,1
4,2023_bravohits.csv,1
4,2010s.csv,1
5,best_of_rock.csv,32
5,best_of_reggae.csv,28
5,1970s.csv,24
5,handpicked_bravo_hits.csv,21
5,best_of_rnb.csv,19
5,handpicked_berlin.csv,17
5,best_of_afrobeats.csv,15
5,handpicked_indie_melody.csv,15
5,best_of_rap.csv,12
5,best_of_trip_hop.csv,12
5,best_of-country.csv,12
5,2023_best_of.csv,10
5,best_of_ska.csv,10
5,best_of_soul.csv,10
5,1980s.csv,10
5,best_of_neue_deutsche_welle.csv,9
5,best_of-blues.csv,8
5,best_of_trap.csv,8
5,handpicked_bremer_partymix.csv,7
5,best_of_electro_swing.csv,7
5,2000s.csv,7
5,best_of_pop.csv,7
5,best_of_dancehall.csv,6
5,2020s.csv,6
5,handpicked_karaoke.csv,6
5,handpicked_peter_licht.csv,5
5,best_of_kpop.csv,5
5,best_of_hiphop.csv,5
5,2010s.csv,5
5,1990s.csv,4
5,best_of_eurodance.csv,4
5,best_of_house.csv,3
5,handpicked_money_boy.csv,3
5,best_of_reggaeton.csv,3
5,2023_bravohits.csv,3
5,2023_hiphop_mixtape.csv,3
5,2023_house_techno.csv,3
5,handpicked_slowdown_tuesday.csv,2
5,handpicked_peter_fox_radio.csv,2
5,best_of_world.csv,2
5,handpicked_the_streets.csv,2
5,best_of-blues_jazz_soul.csv,2
5,best_of_deep_house.csv,2
5,best_of_dreampop.csv,2
5,best_of_drill.csv,2
5,best_of_electronic.csv,2
5,best_of_punk.csv,2
5,best_of_folk.csv,2
5,best_of_grime.csv,2
5,best_of_latin.csv,2
5,best_of_britpop.csv,1
5,2023_tech_house.csv,1
5,handpicked_gisbert.csv,1
5,handpicked_modus_mio.csv,1
5,handpicked_sonne_mond_sterne.csv,1
5,2023_the_dome.csv,1
6,best_of-classic.csv,49
6,best_of_soundtrack1.csv,30
6,best_of_soundtrack2.csv,16
6,handpicked_slowdown_tuesday.csv,5
6,best_of_new_age.csv,5
6,handpicked_berlin.csv,5
6,handpicked_indie_melody.csv,4
6,handpicked_faber.csv,3
6,best_of_folk.csv,2
6,best_of_dreampop.csv,2
6,handpicked_gisbert.csv,2
6,best_of_world.csv,1
6,handpicked_bravo_hits.csv,1
6,handpicked_billie_eilish.csv,1
6,best_of_trip_hop.csv,1
6,best_of_jazz.csv,1
6,handpicked_worakls.csv,1
7,handpicked_gisbert.csv,18
7,handpicked_faber.csv,18
7,handpicked_berlin.csv,18
7,handpicked_slowdown_tuesday.csv,14
7,handpicked_billie_eilish.csv,13
7,best_of_jazz.csv,8
7,best_of_folk.csv,7
7,2023_best_of.csv,6
7,best_of-blues_jazz_soul.csv,6
7,best_of_world.csv,6
7,1970s.csv,5
7,best_of_trap.csv,5
7,handpicked_bravo_hits.csv,5
7,best_of-blues.csv,5
7,best_of_rap.csv,4
7,best_of_soundtrack1.csv,3
7,handpicked_karaoke.csv,3
7,best_of_soul.csv,3
7,best_of_pop.csv,3
7,best_of_hiphop.csv,3
7,best_of_afrobeats.csv,3
7,best_of_new_age.csv,3
7,best_of_kpop.csv,2
7,best_of_soundtrack2.csv,2
7,best_of_trip_hop.csv,2
7,best_of_grime.csv,2
7,handpicked_bremer_partymix.csv,2
7,2023_hiphop_mixtape.csv,2
7,1980s.csv,1
7,handpicked_indie_melody.csv,1
7,2020s.csv,1
7,handpicked_money_boy.csv,1
7,2023_deutschrap.csv,1
7,best_of-country.csv,1
7,2023_the_dome.csv,1
7,best_of-classic.csv,1
7,best_of_house.csv,1
7,handpicked_sonne_mond_sterne.csv,1
8,best_of_kpop.csv,50
8,handpicked_bravo_hits.csv,47
8,best_of_eurodance.csv,42
8,handpicked_indie_melody.csv,33
8,best_of_rock.csv,29
8,best_of_afrobeats.csv,28
8,handpicked_berlin.csv,28
8,best_of_reggaeton.csv,25
8,best_of_ska.csv,25
8,best_of_electro_swing.csv,22
8,2023_tech_house.csv,20
8,1970s.csv,18
8,best_of_pop.csv,15
8,2023_best_of.csv,13
8,handpicked_gisbert.csv,11
8,handpicked_karaoke.csv,11
8,1980s.csv,11
8,best_of_punk.csv,10
8,best_of_dancehall.csv,10
8,1990s.csv,10
8,best_of_rap.csv,9
8,best_of_neue_deutsche_welle.csv,9
8,best_of_latin.csv,9
8,handpicked_bremer_partymix.csv,8
8,best_of_rnb.csv,8
8,2000s.csv,7
8,2010s.csv,7
8,best_of_trap.csv,6
8,best_of-country.csv,6
8,best_of_reggae.csv,6
8,best_of_hiphop.csv,5
8,best_of_soul.csv,4
8,best_of_drill.csv,4
8,handpicked_peter_fox_radio.csv,4
8,best_of-blues.csv,4
8,best_of_trip_hop.csv,4
8,2020s.csv,3
8,best_of_electronic.csv,3
