cluster,playlist,id
0,best_of_metal.csv,67
0,handpicked_indie_melody.csv,62
0,best_of_punk.csv,35
0,best_of_melodic_death_metal.csv,32
0,handpicked_bravo_hits.csv,27
0,best_of_rock.csv,18
0,handpicked_berlin.csv,13
0,best_of_britpop.csv,12
0,best_of_kpop.csv,9
0,best_of_ska.csv,6
0,best_of_trap.csv,6
0,handpicked_peter_licht.csv,6
0,2010s.csv,6
0,2000s.csv,5
0,1990s.csv,5
0,2023_best_of.csv,5
0,handpicked_bremer_partymix.csv,5
0,best_of_eurodance.csv,5
0,best_of_dreampop.csv,4
0,best_of_synthwave.csv,4
0,1980s.csv,3
0,best_of_rap.csv,3
0,best_of_hiphop.csv,3
0,handpicked_gisbert.csv,2
0,best_of_pop.csv,2
0,handpicked_karaoke.csv,2
0,best_of_trip_hop.csv,2
0,1970s.csv,2
0,best_of_neue_deutsche_welle.csv,2
0,best_of-country.csv,2
0,best_of_house.csv,2
0,best_of-blues.csv,2
0,handpicked_sonne_mond_sterne.csv,2
0,2023_tech_house.csv,1
0,2020s.csv,1
0,handpicked_peter_fox_radio.csv,1
0,2023_bravohits.csv,1
0,2023_deutschrap.csv,1
0,2023_hiphop_mixtape.csv,1
0,handpicked_faber.csv,1
0,best_of_electronic.csv,1
0,best_of_soundtrack2.csv,1
0,handpicked_billie_eilish.csv,1
0,best_of_grime.csv,1
0,handpicked_afterlife.csv,1
0,best_of_folk.csv,1
0,best_of_afrobeats.csv,1
0,best_of_electro_swing.csv,1
0,2023_the_dome.csv,1
1,best_of_metal.csv,72
1,handpicked_indie_melody.csv,66
1,best_of_melodic_death_metal.csv,33
1,best_of_kpop.csv,27
1,handpicked_bravo_hits.csv,26
1,best_of_eurodance.csv,22
1,handpicked_berlin.csv,20
1,best_of_rock.csv,14
1,best_of_punk.csv,13
1,2023_best_of.csv,13
1,best_of_electronic.csv,12
1,best_of_trap.csv,9
1,best_of_new_age.csv,9
1,handpicked_bremer_partymix.csv,7
1,2010s.csv,7
1,handpicked_afterlife.csv,7
1,best_of_synthwave.csv,7
1,best_of_pop.csv,7
1,best_of_house.csv,6
1,best_of_britpop.csv,6
1,best_of_rap.csv,6
1,best_of_grime.csv,5
1,best_of_dreampop.csv,5
1,best_of_trip_hop.csv,5
1,best_of_ska.csv,4
1,handpicked_peter_licht.csv,4
1,2023_bravohits.csv,4
1,1980s.csv,3
1,handpicked_gisbert.csv,3
1,best_of_hiphop.csv,3
1,2020s.csv,3
1,handpicked_peter_fox_radio.csv,2
1,best_of_rnb.csv,2
1,handpicked_faber.csv,2
1,1970s.csv,2
1,2023_tech_house.csv,2
1,2023_house_techno.csv,2
1,2000s.csv,2
1,best_of_afrobeats.csv,2
1,2023_hiphop_mixtape.csv,2
1,handpicked_sonne_mond_sterne.csv,1
1,handpicked_slowdown_tuesday.csv,1
1,1990s.csv,1
1,handpicked_money_boy.csv,1
1,handpicked_modus_mio.csv,1
1,handpicked_karaoke.csv,1
1,2023_deutschrap.csv,1
1,best_of_reggaeton.csv,1
1,best_of_neue_deutsche_welle.csv,1
1,2023_the_dome.csv,1
1,handpicked_billie_eilish.csv,1
1,best_of-blues.csv,1
1,best_of-country.csv,1
1,best_of_dancehall.csv,1
1,best_of_electro_swing.csv,1
1,best_of_soundtrack2.csv,1
1,best_of_folk.csv,1
1,best_of_latin.csv,1
1,handpicked_worakls.csv,1
2,handpicked_indie_melody.csv,12
2,best_of_trip_hop.csv,10
2,handpicked_berlin.csv,8
2,best_of_soundtrack1.csv,6
2,best_of_new_age.csv,5
2,best_of_soundtrack2.csv,5
2,handpicked_slowdown_tuesday.csv,4
2,best_of_world.csv,3
2,best_of-classic.csv,2
2,best_of_dreampop.csv,2
2,best_of_electro_swing.csv,2
2,best_of_jazz.csv,2
2,handpicked_bravo_hits.csv,2
2,handpicked_afterlife.csv,1
2,handpicked_billie_eilish.csv,1
2,2023_house_techno.csv,1
2,best_of-blues.csv,1
2,best_of_punk.csv,1
2,best_of_organic_house.csv,1
2,best_of_house.csv,1
2,best_of_soul.csv,1
3,best_of_trip_hop.csv,39
3,handpicked_afterlife.csv,19
3,best_of_organic_house.csv,14
3,handpicked_hungry_music.csv,12
3,handpicked_worakls.csv,8
3,handpicked_indie_melody.csv,8
3,handpicked_be_svendsen.csv,8
3,best_of_soundtrack1.csv,8
3,best_of_dreampop.csv,7
3,best_of_deep_house.csv,5
3,best_of_soundtrack2.csv,4
3,2023_tech_house.csv,4
3,best_of_new_age.csv,3
3,best_of_synthwave.csv,2
3,best_of_house.csv,2
3,best_of_eurodance.csv,2
3,handpicked_slowdown_tuesday.csv,2
3,handpicked_sonne_mond_sterne.csv,2
3,2023_house_techno.csv,1
3,best_of_trap.csv,1
3,best_of_electro_swing.csv,1
3,handpicked_berlin.csv,1
3,handpicked_billie_eilish.csv,1
3,best_of_drill.csv,1
3,2023_hiphop_mixtape.csv,1
4,handpicked_indie_melody.csv,32
4,best_of_trip_hop.csv,31
4,best_of_deep_house.csv,24
4,best_of_eurodance.csv,24
4,2023_tech_house.csv,20
4,best_of_electro_swing.csv,18
4,best_of_organic_house.csv,12
4,handpicked_bravo_hits.csv,9
4,handpicked_be_svendsen.csv,8
4,handpicked_berlin.csv,6
4,best_of_dreampop.csv,5
4,2023_house_techno.csv,3
4,best_of_rock.csv,2
4,best_of_punk.csv,2
4,handpicked_afterlife.csv,2
4,best_of_new_age.csv,2
4,best_of_melodic_death_metal.csv,2
4,best_of_house.csv,2
4,best_of_ska.csv,2
4,best_of_world.csv,1
4,best_of_synthwave.csv,1
4,handpicked_bremer_partymix.csv,1
4,handpicked_slowdown_tuesday.csv,1
4,1990s.csv,1
4,best_of_soul.csv,1
4,best_of_rap.csv,1
4,2010s.csv,1
4,best_of_neue_deutsche_welle.csv,1
4,best_of_metal.csv,1
4,best_of_latin.csv,1
4,best_of_grime.csv,1
4,best_of_electronic.csv,1
4,best_of-blues.csv,1
4,2023_deutschrap.csv,1
4,handpicked_worakls.csv,1
5,best_of_grime.csv,37
5,handpicked_berlin.csv,32
5,best_of-country.csv,24
5,best_of_afrobeats.csv,22
5,best_of-blues.csv,18
5,best_of_rock.csv,17
5,handpicked_bravo_hits.csv,17
5,1970s.csv,17
5,best_of_drill.csv,16
5,best_of_soul.csv,12
5,best_of_trap.csv,11
5,handpicked_indie_melody.csv,9
5,best_of_world.csv,9
5,2023_best_of.csv,8
5,best_of_dancehall.csv,8
5,best_of_rap.csv,7
5,handpicked_karaoke.csv,6
5,handpicked_peter_licht.csv,6
5,best_of_reggae.csv,6
5,best_of_kpop.csv,6
5,best_of_electronic.csv,6
5,handpicked_gisbert.csv,6
5,best_of_pop.csv,6
5,handpicked_peter_fox_radio.csv,5
5,2020s.csv,5
5,handpicked_money_boy.csv,5
5,best_of_rnb.csv,5
5,handpicked_slowdown_tuesday.csv,4
5,best_of_reggaeton.csv,4
5,handpicked_the_streets.csv,4
5,2000s.csv,4
5,2010s.csv,4
5,best_of_hiphop.csv,4
5,best_of_folk.csv,4
5,best_of_electro_swing.csv,4
5,1980s.csv,4
5,best_of-blues_jazz_soul.csv,3
5,best_of_neue_deutsche_welle.csv,3
5,1990s.csv,3
5,best_of_ska.csv,3
5,2023_deutschrap.csv,3
5,2023_the_dome.csv,2
5,handpicked_manu_chao.csv,2
5,best_of_punk.csv,2
5,best_of_trip_hop.csv,2
5,best_of_latin.csv,2
5,best_of_new_age.csv,2
5,handpicked_faber.csv,1
5,2023_hiphop_mixtape.csv,1
5,handpicked_billie_eilish.csv,1
5,2023_bravohits.csv,1
5,best_of_jazz.csv,1
5,best_of_metal.csv,1
5,handpicked_sonne_mond_sterne.csv,1
6,handpicked_afterlife.csv,66
6,best_of_trip_hop.csv,35
6,best_of_melodic_death_metal.csv,30
6,handpicked_indie_melody.csv,29
6,handpicked_hungry_music.csv,24
6,best_of_new_age.csv,17
6,2023_tech_house.csv,15
6,handpicked_worakls.csv,14
6,best_of_organic_house.csv,13
6,best_of_house.csv,10
6,best_of_eurodance.csv,10
6,handpicked_berlin.csv,7
6,2023_house_techno.csv,6
6,best_of_metal.csv,6
6,best_of_deep_house.csv,6
6,best_of_soundtrack2.csv,6
6,handpicked_be_svendsen.csv,5
6,handpicked_sonne_mond_sterne.csv,5
6,handpicked_bravo_hits.csv,5
6,handpicked_slowdown_tuesday.csv,3
6,best_of_soundtrack1.csv,3
6,best_of_electro_swing.csv,2
6,best_of_synthwave.csv,2
6,2023_best_of.csv,2
6,best_of_dreampop.csv,2
6,best_of-blues_jazz_soul.csv,1
6,handpicked_billie_eilish.csv,1
6,handpicked_bremer_partymix.csv,1
6,2023_deutschrap.csv,1
6,2023_bravohits.csv,1
6,2010s.csv,1
7,best_of_eurodance.csv,86
7,best_of_kpop.csv,58
7,handpicked_indie_melody.csv,50
7,handpicked_bravo_hits.csv,47
7,best_of_electro_swing.csv,35
7,best_of_afrobeats.csv,34
7,best_of_rnb.csv,29
7,best_of_rap.csv,17
7,handpicked_berlin.csv,16
7,1990s.csv,16
7,best_of_rock.csv,15
7,2023_best_of.csv,15
7,best_of_ska.csv,15
7,best_of_latin.csv,14
7,1970s.csv,13
7,2023_house_techno.csv,11
7,2023_deutschrap.csv,11
7,best_of_reggaeton.csv,11
7,2000s.csv,11
7,2010s.csv,11
7,2023_tech_house.csv,11
7,best_of_pop.csv,10
7,1980s.csv,10
7,best_of_dancehall.csv,10
7,best_of_electronic.csv,10
7,best_of_grime.csv,8
7,best_of_trap.csv,7
7,handpicked_bremer_partymix.csv,7
7,best_of_reggae.csv,7
7,best_of_britpop.csv,6
7,best_of_neue_deutsche_welle.csv,6
7,handpicked_peter_fox_radio.csv,6
7,best_of_trip_hop.csv,6
7,best_of_soul.csv,5
7,handpicked_karaoke.csv,4
7,best_of_metal.csv,4
7,best_of-blues.csv,4
7,best_of_drill.csv,4
7,best_of_hiphop.csv,4
7,handpicked_peter_licht.csv,3
7,2023_bravohits.csv,3
7,2023_hiphop_mixtape.csv,3
7,handpicked_sonne_mond_sterne.csv,2
7,handpicked_faber.csv,2
7,best_of_punk.csv,2
7,best_of_house.csv,2
7,handpicked_the_streets.csv,2
7,best_of_dreampop.csv,1
7,best_of_new_age.csv,1
7,best_of_world.csv,1
7,handpicked_gisbert.csv,1
7,best_of_folk.csv,1
7,best_of_synthwave.csv,1
7,handpicked_modus_mio.csv,1
7,handpicked_money_boy.csv,1
7,2020s.csv,1
7,best_of_melodic_death_metal.csv,1
8,best_of_trap.csv,71
8,best_of_grime.csv,55
8,best_of_rap.csv,44
8,handpicked_money_boy.csv,27
8,best_of_hiphop.csv,23
8,best_of_drill.csv,15
8,2023_hiphop_mixtape.csv,11
8,2023_best_of.csv,10
8,2023_deutschrap.csv,10
8,best_of_rnb.csv,10
8,best_of_dancehall.csv,8
8,handpicked_the_streets.csv,8
8,handpicked_berlin.csv,8
8,handpicked_modus_mio.csv,6
8,2010s.csv,6
8,best_of_kpop.csv,5
8,handpicked_bravo_hits.csv,5
8,best_of_trip_hop.csv,4
8,best_of_latin.csv,4
8,best_of_reggae.csv,3
8,best_of_afrobeats.csv,3
8,handpicked_indie_melody.csv,3
8,1970s.csv,2
8,2020s.csv,2
8,best_of_pop.csv,2
8,best_of_electro_swing.csv,2
8,best_of_reggaeton.csv,2
8,best_of_deep_house.csv,2
8,2023_the_dome.csv,2
8,handpicked_slowdown_tuesday.csv,2
8,handpicked_peter_fox_radio.csv,2
8,handpicked_billie_eilish.csv,2
8,2023_house_techno.csv,2
8,handpicked_bremer_partymix.csv,2
8,2023_bravohits.csv,2
8,1980s.csv,1
8,best_of_neue_deutsche_welle.csv,1
8,handpicked_be_svendsen.csv,1
8,2023_tech_house.csv,1
9,best_of_grime.csv,83
9,best_of_rap.csv,33
9,best_of_trap.csv,25
9,best_of_drill.csv,18
9,handpicked_money_boy.csv,14
9,2023_deutschrap.csv,13
9,best_of_dancehall.csv,11
9,handpicked_berlin.csv,9
9,best_of_afrobeats.csv,5
9,best_of_rnb.csv,4
9,handpicked_bravo_hits.csv,4
9,best_of_latin.csv,4
9,handpicked_the_streets.csv,4
9,2023_hiphop_mixtape.csv,3
9,2023_the_dome.csv,3
9,best_of_hiphop.csv,3
9,2023_best_of.csv,2
9,handpicked_billie_eilish.csv,2
9,handpicked_modus_mio.csv,1
9,handpicked_sonne_mond_sterne.csv,1
9,1970s.csv,1
9,best_of_reggaeton.csv,1
9,best_of_reggae.csv,1
9,best_of_pop.csv,1
9,2000s.csv,1
9,best_of_electro_swing.csv,1
9,2023_bravohits.csv,1
9,2010s.csv,1
9,best_of_kpop.csv,1
10,handpicked_bravo_hits.csv,53
10,best_of_kpop.csv,51
10,best_of_eurodance.csv,45
10,handpicked_indie_melody.csv,45
10,best_of_rock.csv,42
10,best_of_ska.csv,41
10,best_of_afrobeats.csv,29
10,handpicked_berlin.csv,27
10,best_of_reggaeton.csv,23
10,best_of_electro_swing.csv,22
10,1970s.csv,20
10,2023_tech_house.csv,19
10,best_of_punk.csv,18
10,best_of_pop.csv,15
10,handpicked_gisbert.csv,14
10,2023_best_of.csv,14
10,1980s.csv,13
10,handpicked_karaoke.csv,12
10,best_of-country.csv,11
10,2010s.csv,11
10,best_of_dancehall.csv,11
10,best_of_neue_deutsche_welle.csv,11
10,best_of_rap.csv,10
10,1990s.csv,10
10,best_of_rnb.csv,9
10,best_of_latin.csv,9
10,best_of_trap.csv,8
10,best_of_britpop.csv,7
10,2000s.csv,6
10,handpicked_bremer_partymix.csv,6
10,best_of-blues.csv,6
10,best_of_reggae.csv,6
10,best_of_hiphop.csv,6
10,best_of_metal.csv,6
10,best_of_drill.csv,6
10,best_of_soul.csv,4
