playlist,cluster,id
1970s.csv,1,22
1970s.csv,16,20
1970s.csv,13,20
1970s.csv,15,19
1970s.csv,22,10
1970s.csv,19,10
1970s.csv,5,9
1970s.csv,0,8
1970s.csv,2,6
1970s.csv,6,5
1970s.csv,20,5
1970s.csv,9,4
1970s.csv,8,4
1970s.csv,12,3
1970s.csv,17,2
1970s.csv,11,2
1970s.csv,7,1
1980s.csv,16,14
1980s.csv,19,11
1980s.csv,1,9
1980s.csv,5,6
1980s.csv,20,6
1980s.csv,9,5
1980s.csv,0,4
1980s.csv,15,4
1980s.csv,2,3
1980s.csv,11,3
1980s.csv,12,2
1980s.csv,6,1
1980s.csv,8,1
1980s.csv,13,1
1980s.csv,17,1
1980s.csv,21,1
1990s.csv,19,15
1990s.csv,5,12
1990s.csv,0,10
1990s.csv,16,10
1990s.csv,11,5
1990s.csv,1,4
1990s.csv,2,4
1990s.csv,15,4
1990s.csv,13,3
1990s.csv,4,1
1990s.csv,8,1
1990s.csv,9,1
1990s.csv,12,1
1990s.csv,20,1
2000s.csv,2,14
2000s.csv,19,11
2000s.csv,1,10
2000s.csv,16,6
2000s.csv,0,5
2000s.csv,8,5
2000s.csv,11,5
2000s.csv,5,4
2000s.csv,15,4
2000s.csv,20,3
2000s.csv,13,2
2000s.csv,23,2
2000s.csv,9,1
2000s.csv,12,1
2010s.csv,2,17
2010s.csv,16,11
2010s.csv,0,9
2010s.csv,19,8
2010s.csv,5,7
2010s.csv,17,6
2010s.csv,11,6
2010s.csv,1,4
2010s.csv,15,4
2010s.csv,23,4
2010s.csv,12,3
2010s.csv,9,3
2010s.csv,8,3
2010s.csv,22,3
2010s.csv,20,2
2010s.csv,13,2
2010s.csv,14,1
2010s.csv,6,1
2010s.csv,4,1
2010s.csv,21,1
2020s.csv,2,9
2020s.csv,9,6
2020s.csv,1,6
2020s.csv,5,5
2020s.csv,13,5
2020s.csv,15,5
2020s.csv,0,4
2020s.csv,16,4
2020s.csv,8,3
2020s.csv,19,2
2020s.csv,17,2
2020s.csv,22,1
2020s.csv,20,1
2020s.csv,12,1
2020s.csv,11,1
2020s.csv,6,1
2020s.csv,23,1
2023_best_of.csv,9,19
2023_best_of.csv,0,17
2023_best_of.csv,19,16
2023_best_of.csv,16,14
2023_best_of.csv,13,14
2023_best_of.csv,5,14
2023_best_of.csv,1,11
2023_best_of.csv,17,10
2023_best_of.csv,12,8
2023_best_of.csv,15,8
2023_best_of.csv,2,8
2023_best_of.csv,22,8
2023_best_of.csv,6,7
2023_best_of.csv,11,5
2023_best_of.csv,8,4
2023_best_of.csv,20,3
2023_best_of.csv,14,2
2023_best_of.csv,21,2
2023_best_of.csv,23,1
2023_bravohits.csv,0,8
2023_bravohits.csv,2,8
2023_bravohits.csv,5,6
2023_bravohits.csv,9,6
2023_bravohits.csv,1,4
2023_bravohits.csv,16,3
2023_bravohits.csv,17,2
2023_bravohits.csv,19,2
2023_bravohits.csv,7,1
2023_bravohits.csv,8,1
2023_bravohits.csv,11,1
2023_bravohits.csv,12,1
2023_bravohits.csv,14,1
2023_bravohits.csv,15,1
2023_bravohits.csv,23,1
2023_deutschrap.csv,8,23
2023_deutschrap.csv,9,14
2023_deutschrap.csv,19,13
2023_deutschrap.csv,17,10
2023_deutschrap.csv,22,7
2023_deutschrap.csv,15,3
2023_deutschrap.csv,0,2
2023_deutschrap.csv,16,2
2023_deutschrap.csv,23,2
2023_deutschrap.csv,1,2
2023_deutschrap.csv,5,2
2023_deutschrap.csv,11,1
2023_deutschrap.csv,6,1
2023_deutschrap.csv,20,1
2023_deutschrap.csv,21,1
2023_deutschrap.csv,4,1
2023_deutschrap.csv,14,1
2023_hiphop_mixtape.csv,17,11
2023_hiphop_mixtape.csv,1,8
2023_hiphop_mixtape.csv,8,8
2023_hiphop_mixtape.csv,9,8
2023_hiphop_mixtape.csv,5,6
2023_hiphop_mixtape.csv,22,5
2023_hiphop_mixtape.csv,19,4
2023_hiphop_mixtape.csv,0,3
2023_hiphop_mixtape.csv,2,2
2023_hiphop_mixtape.csv,6,2
2023_hiphop_mixtape.csv,12,2
2023_hiphop_mixtape.csv,23,2
2023_hiphop_mixtape.csv,7,1
2023_hiphop_mixtape.csv,11,1
2023_hiphop_mixtape.csv,15,1
2023_hiphop_mixtape.csv,16,1
2023_house_techno.csv,0,8
2023_house_techno.csv,21,8
2023_house_techno.csv,2,7
2023_house_techno.csv,19,7
2023_house_techno.csv,14,6
2023_house_techno.csv,4,4
2023_house_techno.csv,7,4
2023_house_techno.csv,1,3
2023_house_techno.csv,9,3
2023_house_techno.csv,16,3
2023_house_techno.csv,17,2
2023_house_techno.csv,8,1
2023_house_techno.csv,12,1
2023_house_techno.csv,20,1
2023_house_techno.csv,23,1
2023_tech_house.csv,21,40
2023_tech_house.csv,7,28
2023_tech_house.csv,4,21
2023_tech_house.csv,16,19
2023_tech_house.csv,2,17
2023_tech_house.csv,14,15
2023_tech_house.csv,19,7
2023_tech_house.csv,0,6
2023_tech_house.csv,9,3
2023_tech_house.csv,20,3
2023_tech_house.csv,12,2
2023_tech_house.csv,1,1
2023_tech_house.csv,11,1
2023_tech_house.csv,17,1
2023_the_dome.csv,8,7
2023_the_dome.csv,12,2
2023_the_dome.csv,15,2
2023_the_dome.csv,17,2
2023_the_dome.csv,1,1
2023_the_dome.csv,6,1
2023_the_dome.csv,9,1
2023_the_dome.csv,11,1
2023_the_dome.csv,16,1
2023_the_dome.csv,22,1
2023_the_dome.csv,23,1
best_of-blues.csv,15,18
best_of-blues.csv,13,12
best_of-blues.csv,1,6
best_of-blues.csv,16,6
best_of-blues.csv,6,5
best_of-blues.csv,22,5
best_of-blues.csv,19,4
best_of-blues.csv,9,2
best_of-blues.csv,11,2
best_of-blues.csv,20,2
best_of-blues.csv,21,2
best_of-blues.csv,0,1
best_of-blues.csv,2,1
best_of-blues.csv,3,1
best_of-blues.csv,4,1
best_of-blues.csv,10,1
best_of-blues_jazz_soul.csv,13,7
best_of-blues_jazz_soul.csv,6,6
best_of-blues_jazz_soul.csv,15,3
best_of-blues_jazz_soul.csv,1,2
best_of-blues_jazz_soul.csv,9,1
best_of-blues_jazz_soul.csv,14,1
best_of-blues_jazz_soul.csv,16,1
best_of-blues_jazz_soul.csv,23,1
best_of-classic.csv,18,48
best_of-classic.csv,10,25
best_of-classic.csv,13,7
best_of-classic.csv,3,2
best_of-classic.csv,6,1
best_of-country.csv,15,24
best_of-country.csv,13,17
best_of-country.csv,5,16
best_of-country.csv,2,15
best_of-country.csv,16,11
